Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H4,2016,2016,2016,2,0,1,Import,8,Albania,ALB,0,World,WLD,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,354626073,0
H4,2016,2016,2016,2,0,2,Export,8,Albania,ALB,0,World,WLD,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,220895377,0
H4,2016,2016,2016,2,0,1,Import,8,Albania,ALB,12,Algeria,DZA,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,728731,0
H4,2016,2016,2016,2,0,1,Import,8,Albania,ALB,32,Argentina,ARG,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,2287,0
H4,2016,2016,2016,2,0,1,Import,8,Albania,ALB,36,Australia,AUS,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,125,0
H4,2016,2016,2016,2,0,1,Import,8,Albania,ALB,40,Austria,AUT,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,120551,0
H4,2016,2016,2016,2,0,2,Export,8,Albania,ALB,40,Austria,AUT,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,7800,0
H4,2016,2016,2016,2,0,1,Import,8,Albania,ALB,44,Bahamas,BHS,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,4648,0
H4,2016,2016,2016,2,0,1,Import,8,Albania,ALB,56,Belgium,BEL,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,660619,0
H4,2016,2016,2016,2,0,2,Export,8,Albania,ALB,70,Bosnia Herzegovina,BIH,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,136845,0
H4,2016,2016,2016,2,0,1,Import,8,Albania,ALB,100,Bulgaria,BGR,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,461704,0
H4,2016,2016,2016,2,0,2,Export,8,Albania,ALB,100,Bulgaria,BGR,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,479770,0
H4,2016,2016,2016,2,0,1,Import,8,Albania,ALB,116,Cambodia,KHM,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,226,0
H4,2016,2016,2016,2,0,2,Export,8,Albania,ALB,120,Cameroon,CMR,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,278847,0
H4,2016,2016,2016,2,0,1,Import,8,Albania,ALB,124,Canada,CAN,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,95494,0
H4,2016,2016,2016,2,0,1,Import,8,Albania,ALB,156,China,CHN,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,4484618,0
H4,2016,2016,2016,2,0,2,Export,8,Albania,ALB,156,China,CHN,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,92144,0
H4,2016,2016,2016,2,0,2,Export,8,Albania,ALB,178,Congo,COG,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,22087,0
H4,2016,2016,2016,2,0,1,Import,8,Albania,ALB,191,Croatia,HRV,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,4590859,0
H4,2016,2016,2016,2,0,1,Import,8,Albania,ALB,203,Czechia,CZE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,1219,0
H4,2016,2016,2016,2,0,2,Export,8,Albania,ALB,203,Czechia,CZE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,57,0
H4,2016,2016,2016,2,0,1,Import,8,Albania,ALB,208,Denmark,DNK,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,1346853,0
H4,2016,2016,2016,2,0,2,Export,8,Albania,ALB,208,Denmark,DNK,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,6266008,0
H4,2016,2016,2016,2,0,1,Import,8,Albania,ALB,218,Ecuador,ECU,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,11051,0
H4,2016,2016,2016,2,0,1,Import,8,Albania,ALB,251,France,FRA,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,1390882,0
H4,2016,2016,2016,2,0,2,Export,8,Albania,ALB,251,France,FRA,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,133427,0
H4,2016,2016,2016,2,0,2,Export,8,Albania,ALB,268,Georgia,GEO,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,31117,0
H4,2016,2016,2016,2,0,1,Import,8,Albania,ALB,276,Germany,DEU,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,,,4123684,0
